model,layer,dataset,subject,roi,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
MODEL_A,layer3-30,EEG2,sub-08,occipital_parietal,0.20763676,49.77275952,0.04522146,-225765.74293666,0.21745272,0.22575126
MODEL_A,layer3-30,EEG2,sub-09,occipital_parietal,0.1965442,65.19988287,0.04247011,-358528.6285491,0.16327017,0.1239114
MODEL_A,layer3-30,EEG2,sub-10,occipital_parietal,0.34581023,22.14049425,0.11087935,-2108858.59904647,0.51667306,0.43826868
MODEL_A,layer4-1,EEG2,sub-01,occipital_parietal,0.1380699,-30.59047809,-0.02534999,-3606997.51069526,0.06219014,0.00528947
MODEL_A,layer4-1,EEG2,sub-02,occipital_parietal,0.12402969,39.13016165,-0.0717015,-1150871.62044882,0.15358522,0.05769708
MODEL_A,layer4-1,EEG2,sub-03,occipital_parietal,0.2454474,31.95971472,-0.06861183,-3182666.90288807,0.33679633,0.2343969
MODEL_A,layer4-1,EEG2,sub-04,occipital_parietal,0.18588467,53.34013471,-0.04347185,-1727400.74551492,0.04114821,0.01381608
MODEL_A,layer4-1,EEG2,sub-05,occipital_parietal,0.2279635,111.35546282,-0.17604291,-13891260.07492786,0.36713909,0.24888654
MODEL_A,layer4-1,EEG2,sub-06,occipital_parietal,0.24254333,32.03306767,-0.10191448,-3702790.51788119,0.42148272,0.32044449
MODEL_A,layer4-1,EEG2,sub-07,occipital_parietal,0.20817624,52.2692929,0.02170563,-2315108.56525428,0.32572015,0.37159933
MODEL_A,layer4-1,EEG2,sub-08,occipital_parietal,0.21920486,34.75235724,-0.16194747,-4059810.74232189,0.32395067,0.2061763
MODEL_A,layer4-1,EEG2,sub-09,occipital_parietal,0.16567704,8.31143888,-0.17694869,-5948225.8772279,0.24206797,0.07066594
MODEL_A,layer4-1,EEG2,sub-10,occipital_parietal,0.29922482,-7.25276437,-0.06001676,-5167756.38626277,0.46584374,0.30170975
MODEL_B,language_model-layers-3,EEG2,sub-01,occipital_parietal,0.0067777,1.79599528,-0.34733898,-12702086.43556454,0.0274949,0.01056227
MODEL_B,language_model-layers-3,EEG2,sub-02,occipital_parietal,-0.00162053,4.2051709,-0.92037733,-12079043.12888678,0.0308939,0.05102505
MODEL_B,language_model-layers-3,EEG2,sub-03,occipital_parietal,0.00578686,6.64681447,-0.75680736,-15539963.6282404,-0.02133833,0.06470003
MODEL_B,language_model-layers-3,EEG2,sub-04,occipital_parietal,0.00122188,2.37251049,-0.57655294,-11451977.18362515,-0.00023327,0.00880521
MODEL_B,language_model-layers-3,EEG2,sub-05,occipital_parietal,0.00242813,5.08613834,-1.68311286,-68423233.15455028,0.052259,0.0770432
MODEL_B,language_model-layers-3,EEG2,sub-06,occipital_parietal,0.00445307,4.54683099,-1.94146104,-31246679.1572256,0.12235263,0.0948927
MODEL_B,language_model-layers-3,EEG2,sub-07,occipital_parietal,0.00672657,7.94911196,-0.52336895,-15326649.81855117,0.09355765,0.12603163
MODEL_B,language_model-layers-3,EEG2,sub-08,occipital_parietal,0.0029456,2.80603183,-0.72428547,-10966118.38174393,0.05562408,0.08245424
MODEL_B,language_model-layers-3,EEG2,sub-09,occipital_parietal,0.00429676,6.46929578,-1.31394626,-32513628.66416494,0.1202512,0.06079855
MODEL_B,language_model-layers-3,EEG2,sub-10,occipital_parietal,0.00721407,-5.39976694,-0.7583052,-14612787.19720416,0.11076583,0.11117691
MODEL_B,language_model-layers-8,EEG2,sub-01,occipital_parietal,0.00257605,5.20019536,-0.31669851,-11307080.23542955,0.02474896,0.00696451
MODEL_B,language_model-layers-8,EEG2,sub-02,occipital_parietal,0.00179519,-5.89740612,-0.83288981,-11273537.05868024,0.06242678,0.03275762
MODEL_B,language_model-layers-8,EEG2,sub-03,occipital_parietal,0.00540299,-4.26841897,-0.68197751,-14300453.4997649,0.00896878,0.06488664
MODEL_B,language_model-layers-8,EEG2,sub-04,occipital_parietal,0.00418979,-0.24009603,-0.50744332,-10099025.62378003,0.00786095,0.00824412
MODEL_B,language_model-layers-8,EEG2,sub-05,occipital_parietal,0.00038849,-12.8359456,-1.52365802,-62222840.75222044,0.06184032,0.08546847
MODEL_B,language_model-layers-8,EEG2,sub-06,occipital_parietal,0.00534293,-4.25968427,-1.72619152,-27727095.26135157,0.11523511,0.09695135
MODEL_B,language_model-layers-8,EEG2,sub-07,occipital_parietal,0.00498387,12.54544567,-0.46787508,-13639364.21667445,0.0968605,0.10526169
MODEL_B,language_model-layers-8,EEG2,sub-08,occipital_parietal,0.00506278,-4.48619417,-0.63957392,-9828760.33516392,0.07800483,0.08066935
MODEL_B,language_model-layers-8,EEG2,sub-09,occipital_parietal,-0.00107443,-7.66336735,-1.17798976,-29809797.51839999,0.06408344,0.06380993
MODEL_B,language_model-layers-8,EEG2,sub-10,occipital_parietal,0.00998321,-6.29594895,-0.65742444,-12798804.86578877,0.08351695,0.10904732
MODEL_B,language_model-layers-11,EEG2,sub-01,occipital_parietal,0.00451774,-4.85611729,-0.60162156,-22025991.94798076,0.02627609,-0.00185053
MODEL_B,language_model-layers-11,EEG2,sub-02,occipital_parietal,0.00254418,2.87240078,-1.56794682,-20554820.30290961,0.00968941,0.03314291
MODEL_B,language_model-layers-11,EEG2,sub-03,occipital_parietal,0.00024859,0.64060439,-1.30628508,-26623343.97041561,0.02520135,0.05958028
MODEL_B,language_model-layers-11,EEG2,sub-04,occipital_parietal,0.00542305,-2.67106416,-0.96142189,-19423426.36627083,0.01184855,0.00177881
MODEL_B,language_model-layers-11,EEG2,sub-05,occipital_parietal,0.00105454,0.66375813,-2.89459801,-117295555.25933181,0.0552178,0.07026983
MODEL_B,language_model-layers-11,EEG2,sub-06,occipital_parietal,0.00471121,-0.92011062,-3.30561866,-53796728.65472188,0.15177938,0.08472224
MODEL_B,language_model-layers-11,EEG2,sub-07,occipital_parietal,0.00527472,-19.90927178,-0.9004991,-26987071.31448953,0.10645268,0.11615186
MODEL_B,language_model-layers-11,EEG2,sub-08,occipital_parietal,0.00497687,-0.87227918,-1.23199996,-18554197.58702571,0.08173888,0.06076168
MODEL_B,language_model-layers-11,EEG2,sub-09,occipital_parietal,0.00282894,7.6607161,-2.22530633,-55221779.22757109,0.10806242,0.06045508
MODEL_B,language_model-layers-11,EEG2,sub-10,occipital_parietal,0.01347348,4.16220051,-1.26676363,-23889941.46461011,0.09454539,0.10213961
MODEL_B,language_model-layers-16,EEG2,sub-01,occipital_parietal,0.00291071,-6.43549561,-1.78531328,-65205225.46988374,0.0271644,0.0072777
MODEL_B,language_model-layers-16,EEG2,sub-02,occipital_parietal,0.00339468,-3.14597884,-4.6509586,-61559073.24254721,0.02701344,0.03884734
MODEL_B,language_model-layers-16,EEG2,sub-03,occipital_parietal,0.00455568,3.9467118,-3.87341066,-78283380.81437661,0.05093729,0.04540278
MODEL_B,language_model-layers-16,EEG2,sub-04,occipital_parietal,0.00698291,2.85244282,-2.88909255,-58235329.95891629,-0.00191796,0.01383974
MODEL_B,language_model-layers-16,EEG2,sub-05,occipital_parietal,-0.00058138,-6.47603889,-8.68009378,-353944104.5360854,0.0567551,0.07047847
MODEL_B,language_model-layers-16,EEG2,sub-06,occipital_parietal,0.00513672,-7.30482414,-9.77170395,-156444840.21980962,0.17512339,0.10857875
MODEL_B,language_model-layers-16,EEG2,sub-07,occipital_parietal,0.00952797,-6.2457169,-2.68862996,-79589931.47690123,0.08737204,0.10378332
MODEL_B,language_model-layers-16,EEG2,sub-08,occipital_parietal,0.01060063,9.13788121,-3.63164215,-55172466.20571287,0.06354805,0.06617114
MODEL_B,language_model-layers-16,EEG2,sub-09,occipital_parietal,0.00586914,-0.3570929,-6.61074231,-164494025.50006872,0.09942341,0.05014023
MODEL_B,language_model-layers-16,EEG2,sub-10,occipital_parietal,0.00548924,-8.44993117,-3.86137486,-75531018.65191348,0.07739207,0.09288497
MODEL_B,visual-blocks-2,EEG2,sub-01,occipital_parietal,0.14460741,65.30412984,0.01245989,-1264707.12097277,0.04539225,0.0056276
MODEL_B,visual-blocks-2,EEG2,sub-02,occipital_parietal,0.12211727,22.15600913,-0.01633244,-702982.28765588,0.06704441,0.03554011
MODEL_B,visual-blocks-2,EEG2,sub-03,occipital_parietal,0.18292438,28.96889264,0.02868198,-742302.50622792,0.24490246,0.20141835
MODEL_B,visual-blocks-2,EEG2,sub-04,occipital_parietal,0.14708447,33.05287294,0.00559269,-621703.4728308,0.02174599,0.01045759
MODEL_B,visual-blocks-2,EEG2,sub-05,occipital_parietal,0.17900517,82.50718292,0.0304557,-1697798.9183198,0.31953935,0.32541099
MODEL_B,visual-blocks-2,EEG2,sub-06,occipital_parietal,0.19881176,38.81849723,0.03356007,-506054.07108756,0.27138921,0.1980493
MODEL_B,visual-blocks-2,EEG2,sub-07,occipital_parietal,0.13674425,12.0640803,-0.00727982,-1579917.71725031,0.24462059,0.26269415
MODEL_B,visual-blocks-2,EEG2,sub-08,occipital_parietal,0.13580428,13.18872004,-0.00895368,-671371.54761965,0.17975966,0.16047937
MODEL_B,visual-blocks-2,EEG2,sub-09,occipital_parietal,0.13228549,62.10593674,0.00207652,-816841.45493267,0.0767536,0.05834391
MODEL_B,visual-blocks-2,EEG2,sub-10,occipital_parietal,0.22711065,28.44225585,0.05953917,-413567.81981692,0.29883523,0.251635
MODEL_B,visual-blocks-6,EEG2,sub-01,occipital_parietal,0.1598355,44.05817046,0.00376353,-2294675.17775535,0.04380806,0.01120485
MODEL_B,visual-blocks-6,EEG2,sub-02,occipital_parietal,0.09514316,-38.53672155,-0.02272411,-1048353.6445213,0.07620985,0.06332449
MODEL_B,visual-blocks-6,EEG2,sub-03,occipital_parietal,0.20453624,57.6853169,0.03140645,-1024431.27424803,0.24057741,0.18549773
MODEL_B,visual-blocks-6,EEG2,sub-04,occipital_parietal,0.17233124,-9.35521622,0.0115276,-1017402.82765787,0.06726027,0.01568968
MODEL_B,visual-blocks-6,EEG2,sub-05,occipital_parietal,0.1394852,38.04663753,-0.07626813,-5644099.82846505,0.30804023,0.138948
MODEL_B,visual-blocks-6,EEG2,sub-06,occipital_parietal,0.21315826,6.28687104,0.02687139,-987639.717765,0.27431092,0.21704308
MODEL_B,visual-blocks-6,EEG2,sub-07,occipital_parietal,0.19555149,80.22993974,0.01243581,-1947517.19605235,0.29623188,0.29306852
MODEL_B,visual-blocks-6,EEG2,sub-08,occipital_parietal,0.15341961,26.22032178,-0.03539458,-1504300.33959231,0.1842002,0.13799749
MODEL_B,visual-blocks-6,EEG2,sub-09,occipital_parietal,0.12476322,37.95602594,-0.01576284,-1426574.32893241,0.10658354,0.09287521
MODEL_B,visual-blocks-6,EEG2,sub-10,occipital_parietal,0.2467977,68.85475977,0.03675489,-910305.64611594,0.29795307,0.18403035
MODEL_B,visual-blocks-10,EEG2,sub-01,occipital_parietal,0.0980328,39.39769809,-0.52673184,-18614351.9920147,0.04793484,0.01309337
MODEL_B,visual-blocks-10,EEG2,sub-02,occipital_parietal,0.06266606,8.11627759,-0.70306344,-8951626.82476294,0.05001306,0.00147494
MODEL_B,visual-blocks-10,EEG2,sub-03,occipital_parietal,0.11187067,12.61581747,-0.60932603,-9711028.997965,0.06498449,0.04757767
MODEL_B,visual-blocks-10,EEG2,sub-04,occipital_parietal,0.07256836,33.1494561,-0.57939544,-9527462.8940182,0.07536132,0.00458687
MODEL_B,visual-blocks-10,EEG2,sub-05,occipital_parietal,0.12310002,167.20585064,-0.55905039,-24481783.49356307,0.09422437,0.07343793
MODEL_B,visual-blocks-10,EEG2,sub-06,occipital_parietal,0.1390998,32.92037181,-0.57002861,-9922226.64840788,0.17103393,0.06218084
MODEL_B,visual-blocks-10,EEG2,sub-07,occipital_parietal,0.10370751,18.05799712,-0.53898027,-16455897.55711716,0.16624376,0.09933217
MODEL_B,visual-blocks-10,EEG2,sub-08,occipital_parietal,0.11156475,31.79659962,-0.65043344,-10366201.93910747,0.11906873,0.04964523
MODEL_B,visual-blocks-10,EEG2,sub-09,occipital_parietal,0.0430694,-15.17932034,-0.79807136,-17208507.64815824,0.08036392,0.00329511
MODEL_B,visual-blocks-10,EEG2,sub-10,occipital_parietal,0.11958281,-18.16218954,-0.55584293,-14460055.01707658,0.15599683,0.04675476
MODEL_B,visual-blocks-14,EEG2,sub-01,occipital_parietal,0.1337495,33.82172267,-1.10314138,-44076038.80953535,0.02713999,0.01836194
MODEL_B,visual-blocks-14,EEG2,sub-02,occipital_parietal,0.09437631,13.67700584,-0.73555993,-10805649.00187713,0.12588412,0.02731678
MODEL_B,visual-blocks-14,EEG2,sub-03,occipital_parietal,0.13083981,60.46870301,-0.71213502,-12304523.49469934,0.15594506,0.03873343
MODEL_B,visual-blocks-14,EEG2,sub-04,occipital_parietal,0.04219662,6.71644524,-0.5780388,-9126558.26062177,-0.00671604,-0.00201427
MODEL_B,visual-blocks-14,EEG2,sub-05,occipital_parietal,0.15884867,158.9591833,-0.77069854,-37432544.59317967,0.15401676,0.07201033
MODEL_B,visual-blocks-14,EEG2,sub-06,occipital_parietal,0.18828044,71.87396686,-0.48530771,-8565751.01372207,0.19914163,0.12903629
MODEL_B,visual-blocks-14,EEG2,sub-07,occipital_parietal,0.17971354,70.70010597,-0.54556035,-20935423.63481008,0.23436368,0.19794091
MODEL_B,visual-blocks-14,EEG2,sub-08,occipital_parietal,0.12763517,4.12557091,-0.72253212,-11780890.33230922,0.14494432,0.07237059
MODEL_B,visual-blocks-14,EEG2,sub-09,occipital_parietal,0.09653912,34.3686696,-0.75581934,-17057665.26318958,0.11563688,0.0316486
MODEL_B,visual-blocks-14,EEG2,sub-10,occipital_parietal,0.19421098,35.62664275,-0.49866999,-13026514.95144813,0.28403291,0.15928756
MODEL_B,visual-blocks-18,EEG2,sub-01,occipital_parietal,0.08461344,51.58576568,-0.33761587,-13484469.63722864,0.03103796,0.01484161
MODEL_B,visual-blocks-18,EEG2,sub-02,occipital_parietal,0.071674,9.88257192,-0.34996471,-5662105.65802729,0.06959616,0.01517454
MODEL_B,visual-blocks-18,EEG2,sub-03,occipital_parietal,0.08794744,-28.41185181,-0.34673153,-6604715.77053078,0.05721471,0.02692492
MODEL_B,visual-blocks-18,EEG2,sub-04,occipital_parietal,0.08363074,-13.84230892,-0.28985365,-5869392.50904374,0.02188119,-0.00240735
MODEL_B,visual-blocks-18,EEG2,sub-05,occipital_parietal,0.09027169,2.00137773,-0.3550304,-17268154.52062775,0.09403091,0.04392102
MODEL_B,visual-blocks-18,EEG2,sub-06,occipital_parietal,0.13208979,35.98116348,-0.29726066,-5353072.11529371,0.20342353,0.10490318
MODEL_B,visual-blocks-18,EEG2,sub-07,occipital_parietal,0.11307885,-23.91732412,-0.29926873,-10122725.84457158,0.13163789,0.09725661
MODEL_B,visual-blocks-18,EEG2,sub-08,occipital_parietal,0.10978173,23.78766225,-0.30701477,-4895321.05344066,0.09320486,0.05775652
MODEL_B,visual-blocks-18,EEG2,sub-09,occipital_parietal,0.08869883,-8.45295107,-0.39760358,-11992344.67541018,0.02771066,0.02635521
MODEL_B,visual-blocks-18,EEG2,sub-10,occipital_parietal,0.12736949,-12.01811309,-0.22454834,-5529148.14141806,0.16300042,0.08493601
MODEL_B,visual-blocks-22,EEG2,sub-01,occipital_parietal,0.14693004,74.12419452,-0.14744624,-7344656.71750158,0.02479465,0.00324522
MODEL_B,visual-blocks-22,EEG2,sub-02,occipital_parietal,0.10491529,-6.74467543,-0.20396174,-4005008.16575945,0.09556657,0.04626828
MODEL_B,visual-blocks-22,EEG2,sub-03,occipital_parietal,0.1479375,28.66989621,-0.16331904,-3184384.61419408,0.15524697,0.0759925
MODEL_B,visual-blocks-22,EEG2,sub-04,occipital_parietal,0.12433832,-59.37463094,-0.22047197,-5076526.94783538,-0.00756836,0.00538237
MODEL_B,visual-blocks-22,EEG2,sub-05,occipital_parietal,0.16464357,171.76323329,-0.13111753,-8302161.64819554,0.21011625,0.13408227
MODEL_B,visual-blocks-22,EEG2,sub-06,occipital_parietal,0.18449926,5.4432924,-0.13304405,-3300767.34939478,0.28132278,0.18231781
MODEL_B,visual-blocks-22,EEG2,sub-07,occipital_parietal,0.18884927,73.74843869,-0.11262541,-5919189.45527839,0.27386946,0.25566996
MODEL_B,visual-blocks-22,EEG2,sub-08,occipital_parietal,0.17638915,17.70255035,-0.13763587,-3068449.73168779,0.21943617,0.14380155
MODEL_B,visual-blocks-22,EEG2,sub-09,occipital_parietal,0.14894166,61.93270812,-0.137867,-5396319.86115123,0.18565614,0.09064152
MODEL_B,visual-blocks-22,EEG2,sub-10,occipital_parietal,0.26169174,58.89865219,-0.01387753,-2988785.06041243,0.34634501,0.27521308
MODEL_A,layer1-0,NSD,subj01,V1v,0.40297855,0.05910015,0.12151705,0.00242998,0.29030852,0.45445206
MODEL_A,layer1-0,NSD,subj01,V2v,0.31075682,0.04742018,0.07133778,0.00154209,0.1831491,0.31821263
MODEL_A,layer1-0,NSD,subj01,V3v,0.29952553,0.04811378,0.06373132,0.00152813,0.13345014,0.23973841
MODEL_A,layer1-0,NSD,subj01,hV4,0.26135541,0.04546199,0.04823597,0.00139534,0.13002327,0.20305288
MODEL_A,layer1-0,NSD,subj01,FFA-1,0.1860413,0.03462071,0.02730655,0.00093274,0.09312602,0.0885048
MODEL_A,layer1-0,NSD,subj01,VWFA-1,0.14832718,0.02629792,0.01862084,0.00057076,0.07675735,0.0618417
MODEL_A,layer1-0,NSD,subj01,PPA,0.21930848,0.03878602,0.02847049,0.00087357,0.11960548,0.11725891
MODEL_A,layer1-0,NSD,subj01,OPA,0.15845486,0.02795707,0.01488655,0.00045222,0.0980801,0.06102385
MODEL_A,layer1-0,NSD,subj01,EBA,0.11881553,0.0184528,0.00806434,0.00019355,0.06436555,0.05446698
MODEL_A,layer1-0,NSD,subj02,V1v,0.40008272,0.05840675,0.1315828,0.00258377,0.26118633,0.45472048
MODEL_A,layer1-0,NSD,subj02,V2v,0.31166734,0.04805407,0.07686815,0.00168215,0.18703641,0.30362885
MODEL_A,layer1-0,NSD,subj02,V3v,0.30340206,0.04722868,0.07417405,0.00165509,0.16243188,0.25082635
MODEL_A,layer1-0,NSD,subj02,hV4,0.29327635,0.04404184,0.07385834,0.00157472,0.12025011,0.2138653
MODEL_A,layer1-0,NSD,subj02,FFA-1,0.2257221,0.0370094,0.04150331,0.00109396,0.08739455,0.11958858
MODEL_A,layer1-0,NSD,subj02,VWFA-1,0.18520759,0.03111196,0.03034076,0.0008216,0.08046965,0.08726374
MODEL_A,layer1-0,NSD,subj02,PPA,0.24469236,0.03976446,0.03312519,0.00085261,0.11311109,0.13142653
MODEL_A,layer1-0,NSD,subj02,OPA,0.17867257,0.02952753,0.01941584,0.00052099,0.08176242,0.06079923
MODEL_A,layer1-0,NSD,subj02,EBA,0.12560147,0.0198122,0.01013747,0.00024754,0.06889098,0.05251925
MODEL_A,layer1-0,NSD,subj03,V1v,0.38615352,0.06057904,0.12283182,0.00284298,0.17861699,0.37198251
MODEL_A,layer1-0,NSD,subj03,V2v,0.31597197,0.05217288,0.08959792,0.0022211,0.14891015,0.31183595
MODEL_A,layer1-0,NSD,subj03,V3v,0.25968063,0.04545374,0.06317697,0.00181774,0.09536145,0.17680032
MODEL_A,layer1-0,NSD,subj03,hV4,0.24150911,0.04349903,0.05382527,0.00165154,0.09535328,0.15613059
MODEL_A,layer1-0,NSD,subj03,FFA-1,0.18457781,0.03300573,0.02410246,0.00078337,0.06924193,0.08863332
MODEL_A,layer1-0,NSD,subj03,VWFA-1,0.11475823,0.02205574,0.01297546,0.00045711,0.05533873,0.0522329
MODEL_A,layer1-0,NSD,subj03,PPA,0.1746543,0.03095235,0.02046204,0.00061764,0.06932082,0.07089497
MODEL_A,layer1-0,NSD,subj03,OPA,0.13912714,0.02543536,0.0136429,0.00043703,0.05786639,0.04040674
MODEL_A,layer1-0,NSD,subj03,EBA,0.1316006,0.02172521,0.00899174,0.00024444,0.06833246,0.05853632
MODEL_A,layer1-0,NSD,subj04,V1v,0.37123007,0.05852913,0.12397756,0.00280332,0.23807667,0.37618434
MODEL_A,layer1-0,NSD,subj04,V2v,0.32455304,0.05040497,0.09509757,0.00207524,0.17738486,0.31894978
MODEL_A,layer1-0,NSD,subj04,V3v,0.23327228,0.04066238,0.04728393,0.00133562,0.11245876,0.14346377
MODEL_A,layer1-0,NSD,subj04,hV4,0.18193027,0.03543432,0.02864465,0.00103964,0.0801291,0.09017433
MODEL_A,layer1-0,NSD,subj04,FFA-1,0.16381593,0.02956478,0.02166783,0.0007088,0.07001226,0.06867489
MODEL_A,layer1-0,NSD,subj04,VWFA-1,0.12608045,0.02541096,0.01417109,0.00054555,0.07566141,0.0368679
MODEL_A,layer1-0,NSD,subj04,PPA,0.18308654,0.03265192,0.01957067,0.00060573,0.06652338,0.09743172
MODEL_A,layer1-0,NSD,subj04,OPA,0.13408934,0.02597922,0.01184372,0.00042671,0.05413692,0.03376909
MODEL_A,layer1-0,NSD,subj04,EBA,0.12615824,0.02146021,0.00804391,0.0002251,0.0527434,0.06144213
MODEL_A,layer1-0,NSD,subj05,V1v,0.4608672,0.06963594,0.19018426,0.00416075,0.22573463,0.51700463
MODEL_A,layer1-0,NSD,subj05,V2v,0.38057428,0.05795365,0.13647137,0.00295106,0.19190147,0.42692932
MODEL_A,layer1-0,NSD,subj05,V3v,0.29337739,0.04939121,0.07547836,0.00199134,0.132942,0.27306395
MODEL_A,layer1-0,NSD,subj05,hV4,0.24025807,0.04146005,0.05033288,0.00144636,0.10921159,0.19377961
MODEL_A,layer1-0,NSD,subj05,FFA-1,0.19589649,0.03356359,0.03018808,0.00084975,0.09304492,0.09402626
MODEL_A,layer1-0,NSD,subj05,VWFA-1,0.1914001,0.03172175,0.03180239,0.00082263,0.12965756,0.09334058
MODEL_A,layer1-0,NSD,subj05,PPA,0.24564249,0.03842671,0.02920255,0.0006978,0.10601118,0.12305601
MODEL_A,layer1-0,NSD,subj05,OPA,0.20295886,0.03116353,0.02088867,0.00048242,0.09633934,0.08130011
MODEL_A,layer1-0,NSD,subj05,EBA,0.22438346,0.03424736,0.04317766,0.00095493,0.12555119,0.13325261
MODEL_A,layer1-0,NSD,subj06,V1v,0.37959957,0.05857186,0.13337673,0.00292968,0.26544197,0.41403051
MODEL_A,layer1-0,NSD,subj06,V2v,0.31505984,0.05049478,0.08340525,0.00198268,0.16708932,0.31313619
MODEL_A,layer1-0,NSD,subj06,V3v,0.25003919,0.04192803,0.0494833,0.0013164,0.10805163,0.17712444
MODEL_A,layer1-0,NSD,subj06,hV4,0.19197682,0.03636622,0.03276254,0.00111759,0.08657919,0.10320521
MODEL_A,layer1-0,NSD,subj06,FFA-1,0.15907077,0.02624442,0.02141304,0.00054991,0.05790427,0.08205686
MODEL_A,layer1-0,NSD,subj06,VWFA-1,0.10794913,0.01998311,0.01041456,0.0003489,0.06893571,0.03122063
MODEL_A,layer1-0,NSD,subj06,PPA,0.15754862,0.02650731,0.01591075,0.00042712,0.09677174,0.06676403
MODEL_A,layer1-0,NSD,subj06,OPA,0.12074294,0.02200203,0.00946243,0.00030788,0.07746825,0.03398475
MODEL_A,layer1-0,NSD,subj06,EBA,0.15800029,0.02637826,0.02100218,0.00055567,0.08420628,0.07729937
MODEL_A,layer1-0,NSD,subj07,V1v,0.352971,0.06251115,0.1102714,0.00321863,0.22257842,0.33084329
MODEL_A,layer1-0,NSD,subj07,V2v,0.3294497,0.05661756,0.09227955,0.00257353,0.18834453,0.26586307
MODEL_A,layer1-0,NSD,subj07,V3v,0.28869921,0.04995013,0.06584003,0.00185113,0.12191884,0.169344
MODEL_A,layer1-0,NSD,subj07,hV4,0.2366865,0.04412548,0.05188458,0.0017117,0.10020877,0.12594966
MODEL_A,layer1-0,NSD,subj07,FFA-1,0.18565542,0.0353934,0.02963007,0.00105696,0.08154536,0.09122278
MODEL_A,layer1-0,NSD,subj07,VWFA-1,0.21193244,0.03823677,0.04219788,0.00127513,0.1366928,0.13737039
MODEL_A,layer1-0,NSD,subj07,PPA,0.18262444,0.03467553,0.02314953,0.00080786,0.09477431,0.07303909
MODEL_A,layer1-0,NSD,subj07,OPA,0.14719592,0.02745161,0.01467513,0.00050074,0.08604717,0.04724977
MODEL_A,layer1-0,NSD,subj07,EBA,0.1261806,0.02212391,0.01157623,0.00033838,0.06559684,0.06028021
MODEL_A,layer1-0,NSD,subj08,V1v,0.33520204,0.05977895,0.10706209,0.00307331,0.20935493,0.41087651
MODEL_A,layer1-0,NSD,subj08,V2v,0.31455466,0.05409524,0.08929966,0.00241466,0.16442574,0.3196221
MODEL_A,layer1-0,NSD,subj08,V3v,0.25955835,0.04813062,0.06303382,0.0020284,0.09682727,0.21365436
